x1,x2,x3,x4,x5,x6,x7,x8
25.23252,96.60966,73.23732,89.48895,40.87409,95.16952,17.15172,38.40384
87.26873,44.25443,6.980698,59.44594,16.60166,73.0373,63.83638,26.09261
22.46225,59.29593,38.0138,83.19832,69.72697,27.37274,99.60996,50.79508
12.0312,77.28773,38.64386,26.55266,55.36554,62.10621,55.91559,34.52345
32.21322,64.73647,13.82138,12.79128,80.21802,54.73547,20.78208,92.20922
24.06241,1.070107,78.28783,5.410541,37.9638,86.10861,15.53155,94.43944
53.76538,38.56386,97.61976,61.24612,15.89159,17.56176,27.9928,2.960296
14.22142,64.0164,34.0134,74.9775,39.61396,31.11311,10.92109,81.66817
24.08241,69.84698,29.49295,63.37634,68.70687,20.88209,2.610261,71.13711
55.65557,70.83708,39.65397,55.11551,29.42294,85.27853,42.48425,13.9514
51.74517,32.31323,86.85869,15.0015,11.70117,37.87379,37.69377,28.0428
37.12371,14.07141,84.26843,32.28323,42.14421,79.53795,59.59596,27.9828
36.48365,16.76168,50.43504,18.19182,30.86309,40.58406,52.31523,15.14151
10.88109,73.48735,43.23432,3.680368,73.0173,47.9848,87.32873,36.50365
32.23322,37.53375,13.0313,5.560556,75.80758,11.9712,9.280928,56.13561
44.64446,4.480448,97.46975,64.30643,17.71177,31.37314,14.27143,60.29603
20.29203,63.31633,59.66597,93.48935,83.58836,18.43184,18.50185,31.46315
37.43374,0.090009,74.06741,61.21612,75.59756,96.81968,53.79538,23.64236
26.13261,46.35464,9.160916,37.88379,1.980198,96.79968,67.54675,43.40434
30.13301,77.9978,26.42264,50.78508,92.05921,57.09571,19.93199,65.45655
7.030703,10.34103,78.78788,9.540954,69.40694,46.79468,11.85119,16.88169
74.32743,99.31993,81.69817,72.55726,12.62126,99.0099,8.080808,50.80508
32.70327,84.0084,21.60216,91.76918,67.21672,63.0063,29.61296,43.57436
42.0042,6.260626,68.74687,50.80508,26.36264,30.38304,50.68507,42.70427
69.92699,99.99,93.07931,85.32853,24.29243,43.83438,3.340334,12.48125
11.79118,59.51595,50.84508,66.61666,27.56276,87.22872,84.19842,4.420442
57.0257,31.34313,20.10201,32.91329,56.92569,37.92379,6.530653,17.05171
22.17222,14.23142,61.60616,89.75898,49.87499,38.75388,80.51805,16.26163
27.32273,3.960396,17.52175,44.44444,6.360636,70.07701,60.42604,46.32463
30.73307,91.46915,54.9655,71.38714,78.35784,85.78858,2.30023,25.55256
49.79498,93.0393,79.17792,41.39414,68.56686,67.41674,8.390839,18.10181
87.19872,5.590559,65.70657,10.62106,14.9715,73.94739,22.74227,6.380638
10.63106,47.74477,74.84748,80.74807,53.86539,58.76588,51.77518,43.76438
13.80138,88.86889,60.86609,64.74647,18.10181,68.64686,12.78128,49.33493
11.71117,20.002,40.22402,40.87409,46.17462,51.49515,14.74147,6.090609
24.75248,42.9643,93.9994,33.0133,57.64576,16.36164,82.79828,12.55126
60.70607,24.66247,35.12351,45.18452,29.86299,47.87479,29.33293,13.45135
0.890089,13.93139,33.64336,53.90539,37.9538,35.14351,96.61966,40.75408
21.23212,84.88849,74.15742,28.68287,91.90919,40.67407,53.57536,5.420542
9.670967,57.71577,95.82958,47.13471,52.85529,3.670367,97.33973,29.79298
16.50165,77.44774,8.20082,42.81428,2.920292,33.48335,27.9528,75.84758
9.710971,37.71377,58.48585,78.42784,84.68847,88.9589,18.19182,56.85569
39.17392,27.0427,1.880188,40.53405,7.380738,28.62286,47.65477,39.57396
71.20712,15.21152,97.17972,4.730473,49.19492,60.56606,17.90179,66.69667
13.55136,74.15742,4.370437,66.45665,12.40124,25.52255,30.90309,75.09751
80.09801,80.10801,39.32393,7.60076,5.20052,73.47735,19.65197,72.92729
20.9721,76.86769,85.46855,3.860386,97.33973,51.82518,78.82788,45.29453
6.180618,8.20082,52.62526,4.890489,45.59456,93.30933,24.21242,86.45865
50.86509,58.79588,42.20422,61.91619,46.80468,69.54695,26.78268,7.440744
25.89259,48.50485,19.67197,83.25833,11.51115,15.89159,31.22312,17.49175
49.58496,96.88969,61.31613,28.79288,63.19632,47.74477,28.37284,5.320532
88.53885,17.84178,91.32913,90.56906,40.75408,8.610861,52.13521,21.80218
72.74727,1.570157,51.07511,45.89459,69.53695,30.07301,61.86619,30.19302
69.71697,3.70037,18.20182,27.18272,25.70257,42.43424,12.0212,43.91439
31.56316,61.56616,71.77718,44.74447,21.68217,83.81838,62.28623,47.18472
58.0158,25.26253,23.88239,11.85119,21.22212,89.43894,4.180418,47.67477
49.54495,92.54925,56.30563,67.16672,36.9637,42.83428,23.75238,24.25243
33.17332,6.070607,80.75808,10.34103,93.13931,9.790979,20.74207,12.31123
44.37444,75.39754,78.84788,79.21792,54.50545,67.53675,11.47115,38.78388
53.25533,53.42534,6.380638,91.0191,45.74457,4.710471,55.37554,5.440544
78.38784,12.32123,52.29523,3.670367,60.17602,3.180318,50.05501,26.79268
38.67387,15.82158,47.92479,21.12211,48.67487,33.17332,63.42634,5.480548
17.13171,8.210821,73.24732,66.83668,12.13121,81.82818,4.070407,70.56706
93.81938,29.58296,95.93959,62.76628,15.90159,21.60216,68.56686,43.27433
3.30033,7.550755,16.92169,0.70007,32.40324,0.930093,98.91989,50.24502
17.84178,20.042,23.37234,61.38614,15.0015,52.9753,31.54315,23.57236
20.012,58.60586,35.38354,67.43674,15.73157,31.12311,45.37454,50.76508
46.06461,81.52815,96.86969,17.29173,31.28313,77.54775,19.58196,87.40874
27.15272,19.76198,39.57396,54.77548,53.55536,78.63786,28.63286,17.85179
95.90959,80.32803,0.480048,12.36124,4.090409,48.0048,51.38514,49.62496
47.20472,26.15262,98.75988,62.23622,48.0448,86.41864,16.77168,69.41694
13.50135,16.0116,51.73517,30.91309,37.12371,94.9695,75.94759,25.24252
53.43534,28.91289,82.32823,75.79758,99.70997,50.20502,13.16132,54.17542
73.17732,4.790479,91.33913,88.19882,55.0055,34.86349,32.0032,41.67417
81.78818,6.70067,16.23162,61.73617,61.0261,94.87949,63.9664,33.74337
63.28633,63.41634,83.91839,93.89939,52.34523,19.27193,11.83118,91.27913
26.9827,3.750375,2.860286,45.53455,29.13291,69.15692,33.87339,40.18402
69.16692,23.05231,77.79778,83.36834,17.74177,78.9979,30.56306,23.29233
43.25433,70.45705,33.16332,83.08831,4.790479,85.15852,16.73167,47.40474
43.15432,74.63746,3.30033,27.55276,3.170317,24.17242,43.91439,15.27153
83.42834,38.82388,84.16842,34.44344,22.31223,72.10721,16.18162,39.20392
37.39374,23.57236,41.39414,47.88479,59.12591,92.75928,32.64326,4.20042
20.57206,50.035,74.74747,5.840584,35.65357,20.44204,39.14391,11.85119
48.89489,19.13191,20.25203,60.54605,72.9873,98.15982,33.78338,26.21262
38.47385,15.06151,35.17352,94.15942,75.21752,87.75878,9.210921,21.50215
35.44354,98.15982,15.36154,23.11231,26.33263,93.64936,54.0354,19.13191
32.57326,10.78108,1.10011,3.0003,73.48735,5.750575,37.17372,19.58196
19.18192,8.410841,37.86379,62.35624,79.23792,18.10181,60.43604,15.40154
28.16282,36.70367,14.55146,74.0274,35.57356,99.38994,18.08181,87.64876
4.880488,0.390039,7.070707,87.76878,93.17932,78.51785,8.960896,69.63696
4.590459,20.28203,35.36354,40.56406,42.61426,84.25843,68.89689,28.9929
63.09631,9.880988,3.350335,87.94879,55.50555,63.75638,21.94219,27.47275
24.78248,9.790979,18.18182,6.670667,91.58916,29.91299,10.011,91.23912
53.22532,5.740574,26.25263,76.0276,42.39424,85.33853,5.550555,62.9863
37.07371,49.80498,70.34703,94.43944,10.43104,7.320732,74.38744,40.54405
99.47995,7.260726,65.0065,90.19902,35.19352,64.63646,48.41484,40.9841
28.15282,54.48545,71.26713,89.85899,52.9953,11.85119,82.94829,40.12401
33.29333,93.36934,16.28163,93.20932,1.210121,16.18162,14.48145,78.9579
71.10711,81.35814,92.81928,46.78468,12.12121,30.033,23.0023,87.17872
79.26793,13.63136,87.65877,1.460146,7.990799,38.51385,44.30443,3.760376
20.19202,73.51735,47.83478,30.62306,51.23512,40.26403,50.20502,39.964
14.49145,27.68277,23.41234,94.9995,62.0362,86.33863,39.16392,2.390239
32.47325,34.29343,13.71137,33.35334,87.93879,79.64796,52.32523,44.85449
23.33233,13.83138,25.42254,63.86639,4.080408,28.05281,3.410341,87.93879
56.70567,64.27643,57.86579,45.69457,29.0229,70.9771,25.07251,92.81928
38.50385,18.68187,36.66367,64.94649,96.0196,50.14501,31.9632,23.33233
22.9523,26.12261,82.9683,47.9548,59.43594,24.47245,91.90919,11.77118
87.20872,0.460046,36.9537,44.55446,87.56876,13.15132,59.14591,16.44164
13.29133,62.47625,97.90979,31.87319,80.10801,76.73767,17.47175,20.62206
34.19342,80.50805,38.84388,33.26333,80.65807,10.61106,10.20102,82.27823
15.24152,64.72647,1.740174,10.64106,61.83618,28.11281,45.10451,16.08161
49.67497,43.9744,11.40114,46.90469,30.75308,28.82288,40.94409,11.63116
24.09241,13.51135,37.62376,91.55916,16.84168,94.35944,67.05671,26.32263
19.82198,65.89659,4.50045,18.06181,3.720372,39.34393,15.40154,23.9624
17.60176,60.20602,9.570957,2.050205,99.63996,1.420142,74.07741,17.12171
46.82468,13.41134,39.44394,83.60836,48.27483,28.93289,46.83468,47.43474
24.80248,2.830283,21.17212,20.67207,93.79938,87.72877,52.75528,16.11161
13.71137,29.91299,64.27643,67.67677,38.55386,33.38334,85.85859,48.70487
82.33823,61.34613,12.83128,63.34633,8.950895,65.34653,48.94489,17.75178
42.24422,44.78448,15.46155,11.9912,51.46515,66.67667,50.46505,11.9712
85.31853,15.57156,72.35724,37.39374,16.61166,97.18972,54.39544,39.67397
23.71237,42.81428,28.9729,10.38104,37.23372,3.910391,6.70067,61.56616
4.230423,12.42124,49.38494,82.76828,85.41854,24.82248,45.42454,26.39264
19.59196,44.56446,15.43154,6.580658,57.90579,33.63336,80.21802,39.26393
57.24572,11.80118,5.10051,15.22152,71.22712,89.31893,62.60626,17.64176
36.61366,43.05431,42.87429,43.87439,60.23602,62.41624,21.12211,87.65877
100,0,0,0,0,0,0,0
29.28293,67.13671,89.74897,91.61916,45.23452,34.63346,54.51545,19.18192
10.29103,56.50565,5.290529,32.46325,20.48205,22.73227,65.64656,39.22392
60.72607,35.42354,55.75558,22.54225,75.0475,97.62976,9.110911,40.44404
45.15452,55.75558,57.37574,27.35274,17.76178,67.58676,17.89179,41.27413
36.92369,98.10981,21.76218,20.81208,27.87279,98.77988,51.28513,20.31203
18.51185,95.80958,51.56516,9.110911,46.9547,7.680768,16.56166,97.86979
76.82768,12.0112,41.42414,84.55846,23.70237,59.66597,54.24542,8.550855
34.43344,18.21182,81.10811,77.70777,60.29603,52.93529,37.24372,16.41164
83.40834,79.35794,80.69807,20.65207,8.380838,5.830583,80.63806,21.28213
10.43104,98.72987,51.84518,26.63266,55.67557,39.66397,11.40114,77.80778
1.580158,4.680468,1.820182,15.09151,26.34263,4.090409,13.21132,64.48645
69.67697,27.91279,36.74367,67.84678,4.940494,35.83358,62.20622,12.57126
81.60816,3.830383,12.65127,93.9794,6.090609,84.0384,47.25473,24.9925
67.90679,57.9558,61.26613,24.9625,1.310131,71.0371,39.22392,38.84388
2.770277,4.690469,94.05941,21.18212,41.0241,34.9935,17.45175,77.42774
75.45755,77.35774,89.62896,94.61946,24.46245,60.68607,42.0242,40.45405
33.12331,34.10341,26.78268,74.36744,9.210921,26.90269,24.0124,80.24802
75.22752,9.10091,48.57486,48.36484,33.58336,17.44174,81.37814,6.440644
79.68797,56.26563,85.50855,44.25443,0.50005,68.79688,18.42184,70.08701
20.76208,49.81498,64.0264,20.79208,8.810881,95.93959,44.24442,12.20122
89.68897,23.41234,41.46415,71.74717,41.58416,17.81178,17.42174,63.44634
14.26143,0.570057,78.47785,48.82488,85.43854,61.22612,79.40794,20.29203
91.32913,51.90519,82.72827,62.87629,15.67157,33.58336,7.270727,27.14271
51.0051,22.94229,64.9765,61.65617,7.470747,0.240024,84.49845,38.67387
31.57316,8.930893,34.16342,86.24862,34.21342,13.67137,18.71187,72.37724
80.008,59.66597,29.76298,47.44474,25.13251,75.70757,45.93459,6.160616
71.42714,20.80208,79.968,74.93749,85.0085,22.94229,22.21222,91.58916
26.73267,19.972,25.0325,49.80498,41.05411,55.52555,2.980298,31.84318
51.26513,9.270927,89.25893,25.66257,87.53875,46.10461,62.16622,31.11311
17.29173,5.460546,20.36204,21.58216,95.94959,26.52265,98.21982,34.41344
31.71317,31.75318,7.160716,4.120412,25.45255,87.38874,4.410441,27.19272
13.75138,37.77378,15.37154,32.31323,17.86179,58.45585,24.36244,0.640064
6.320632,35.82358,21.0421,2.660266,83.91839,86.13861,54.33543,32.31323
64.0164,41.73417,76.39764,51.77518,45.90459,7.990799,11.28113,95.76958
29.23292,55.64556,12.60126,2.010201,74.9675,50.84508,10.21102,31.79318
10.44104,73.34733,33.44334,45.48455,15.71157,54.80548,28.56286,60.55606
35.25353,70.41704,14.71147,66.9567,63.10631,65.22652,16.80168,77.36774
15.77158,84.25843,92.92929,75.47755,41.78418,55.41554,96.94969,4.590459
59.94599,52.08521,35.43354,8.90089,54.9555,35.41354,39.08391,8.480848
22.76228,22.85229,68.9769,87.66877,47.41474,23.74237,49.32493,31.91319
68.28683,34.37344,5.190519,33.90339,23.22232,5.720572,66.71667,25.82258
21.9822,12.58126,18.85189,80.28803,61.17612,26.77268,19.55196,10.37104
52.77528,72.85729,27.84278,46.61466,32.43324,0.710071,20.08201,17.46175
91.07911,44.80448,13.49135,40.63406,5.560556,85.0185,31.35314,31.48315
17.51175,76.18762,40.14401,73.05731,63.72637,93.60936,80.76808,9.350935
15.73157,92.69927,79.14791,16.0116,98.43984,87.56876,83.49835,11.0411
35.27353,13.9814,88.56886,75.89759,5.50055,3.760376,47.21472,34.29343
71.85719,59.60596,55.58556,57.33573,47.64476,71.83718,24.60246,35.42354
52.38524,70.93709,36.78368,18.75188,41.18412,82.41824,37.94379,35.51355
95.77958,32.50325,82.07821,47.31473,0.870087,57.11571,25.0425,46.83468
66.92669,41.50415,81.62816,80.11801,36.48365,60.016,33.62336,31.0031
55.47555,19.45195,6.710671,96.36964,25.39254,52.22522,32.73327,21.86219
38.55386,5.810581,80.10801,96.92969,71.59716,9.530953,19.87199,19.0319
98.94989,4.190419,31.9832,54.79548,20.44204,31.51315,5.720572,81.75818
34.25343,9.260926,12.64126,63.83638,59.33593,68.87689,12.9613,8.510851
65.71657,32.44324,63.28633,54.11541,64.40644,6.120612,30.34303,1.690169
42.42424,12.43124,81.47815,18.79188,47.38474,11.22112,27.30273,9.240924
40.31403,55.82558,67.25673,30.72307,27.11271,25.10251,6.030603,13.9914
36.89369,61.94619,79.50795,9.450945,54.05541,79.11791,23.70237,57.80578
54.30543,71.24712,82.77828,99.96,5.890589,98.54985,27.87279,88.45885
16.89169,99.87999,23.34233,97.24972,34.10341,5.360536,54.19542,3.660366
39.85399,20.51205,61.08611,62.17622,53.28533,73.91739,11.9512,31.28313
38.28383,20.88209,90.12901,30.51305,97.54975,20.69207,24.0024,20.82208
24.60246,79.0479,16.27163,80.39804,50.36504,66.93669,25.72257,68.06681
23.26233,21.20212,44.25443,37.76378,31.05311,79.74797,38.42384,33.65337
70.64706,0.190019,2.90029,63.88639,43.81438,35.54355,15.55156,20.32203
18.73187,73.53735,75.07751,59.58596,77.92779,3.150315,73.94739,37.39374
81.44814,8.070807,24.45245,75.0375,71.62716,45.26453,2.240224,82.14821
6.690669,80.35804,54.92549,92.33923,41.41414,10.9911,36.9837,39.29393
80.30803,18.48185,87.74877,65.9766,62.55626,42.86429,18.87189,32.44324
11.28113,9.030903,76.72767,2.70027,94.42944,65.26653,52.78528,44.60446
49.50495,9.530953,11.53115,23.41234,48.47485,31.32313,26.36264,40.55406
14.59146,20.66207,86.63866,18.65187,21.53215,71.44714,2.940294,44.58446
22.28223,77.21772,12.36124,48.14481,99.97,16.63166,3.230323,99.16992
20.87209,77.70777,13.25133,30.48305,17.85179,46.86469,13.11131,11.51115
45.84458,72.78728,68.39684,1.690169,5.910591,87.9888,22.32223,37.08371
5.70057,54.73547,78.71787,38.87389,8.960896,66.16662,29.18292,76.84768
38.44384,12.84128,32.45325,6.660666,18.76188,63.64636,65.58656,5.590559
75.43754,15.27153,48.70487,23.0323,38.16382,57.91579,8.820882,65.9866
25.37254,61.0061,95.69957,80.028,41.75418,90.50905,6.490649,47.72477
17.23172,57.29573,64.85649,44.30443,67.54675,58.58586,24.86249,25.57256
15.18152,89.11891,88.08881,74.0174,32.46325,88.24882,99.77998,9.680968
67.11671,13.82138,8.920892,92.92929,1.070107,36.85369,22.40224,4.280428
1.850185,6.860686,5.70057,39.964,79.47795,54.38544,41.26413,13.31133
82.84828,65.73657,65.11651,4.320432,20.59206,7.640764,53.19532,6.70067
71.44714,72.75728,95.0295,97.63976,23.92239,85.71857,14.64146,48.37484
21.68217,27.57276,36.76368,19.0319,50.9851,9.680968,56.49565,42.52425
54.68547,81.15812,19.0119,81.38814,0.750075,0.90009,27.28273,78.12781
65.46655,18.38184,63.19632,15.46155,31.34313,7.760776,15.47155,86.76868
96.43964,4.770477,13.58136,28.86289,5.510551,35.67357,34.06341,3.990399
41.50415,93.55936,57.63576,27.63276,30.033,11.92119,93.0193,15.65157
26.24262,72.18722,16.24162,64.41644,89.56896,78.58786,23.51235,40.91409
16.43164,55.17552,84.43844,83.71837,35.43354,96.22962,33.66337,16.38164
59.70597,11.62116,31.15312,77.07771,41.81418,49.80498,9.620962,31.56316
11.20112,32.15322,98.11981,76.89769,39.43394,58.73587,42.21422,39.19392
39.12391,89.65897,44.46445,14.24142,90.69907,94.9795,41.14411,37.50375
68.22682,56.87569,36.28363,42.26423,22.0022,51.92519,22.10221,8.750875
85.9686,6.090609,94.77948,51.63516,33.34333,41.36414,17.76178,41.26413
9.360936,28.0128,2.560256,90.12901,71.68717,7.240724,15.80158,71.63716
11.06111,6.790679,11.21112,45.83458,59.40594,55.77558,45.0445,16.79168
12.23122,66.45665,87.9588,53.80538,19.54195,88.70887,23.0223,65.74657
44.88449,32.54325,4.520452,27.81278,45.65457,45.62456,17.27173,13.71137
43.08431,76.73767,73.0273,65.19652,44.32443,76.47765,25.42254,69.88699
95.83958,60.57606,54.37544,11.38114,2.080208,61.43614,41.33413,43.07431
42.45425,71.72717,51.11511,97.35974,86.20862,2.410241,72.89729,15.94159
80.27803,40.76408,44.43444,55.91559,32.9633,18.0218,36.35364,0.030003
22.9923,15.75158,49.70497,2.340234,31.73317,0.20002,96.21962,29.21292
18.08181,58.91589,5.490549,7.90079,1.960196,51.21512,52.06521,35.41354
17.0417,7.510751,39.73397,68.55686,77.22772,46.59466,42.05421,23.34233
19.73197,52.36524,97.84978,21.70217,97.31973,62.87629,26.80268,31.32313
32.0132,76.84768,7.370737,32.84328,20.25203,51.30513,25.59256,68.15682
45.59456,46.32463,5.760576,5.420542,96.59966,66.91669,6.280628,72.38724
12.36124,12.08121,63.80638,17.21172,99.50995,46.83468,60.18602,34.9535
30.28303,26.84268,75.74757,87.0187,71.75718,89.74897,49.86499,49.08491
19.54195,64.59646,62.77628,99.91999,76.92769,99.97,0.50005,6.390639
96.83968,11.76118,57.55576,44.68447,15.77158,34.71347,51.9852,30.07301
22.07221,89.33893,71.25713,74.05741,21.48215,5.370537,66.94669,13.16132
27.9528,18.53185,93.58936,12.13121,78.0478,33.20332,28.87289,52.14521
34.71347,38.9739,50.23502,8.910891,18.0318,34.91349,9.180918,46.59466
46.10461,19.51195,6.030603,49.06491,23.15232,14.82148,19.53195,93.13931
56.9557,55.15552,24.58246,90.039,35.32353,98.43984,30.81308,3.360336
69.57696,7.010701,73.16732,58.0358,43.25433,84.09841,34.08341,31.54315
19.55196,92.79928,30.92309,50.58506,90.46905,14.07141,67.51675,19.10191
10.32103,86.34863,49.78498,34.82348,50.85509,51.10511,12.06121,34.80348
8.890889,20.42204,94.60946,79.51795,41.28413,27.94279,23.21232,65.88659
13.22132,66.13661,8.750875,81.36814,91.70917,19.48195,23.9824,28.34283
80.13801,11.12111,96.9797,71.24712,13.42134,49.85499,53.13531,2.760276
50.94509,49.24492,84.13841,73.91739,11.48115,83.0283,56.26563,24.21242
14.31143,76.12761,49.23492,45.81458,62.71627,47.27473,9.130913,61.92619
76.40764,5.310531,77.15772,82.49825,11.66117,61.84618,50.70507,51.25513
7.180718,76.71767,82.91829,41.71417,34.43344,5.680568,68.55686,32.40324
42.41424,14.94149,60.19602,70.44704,0.770077,47.40474,58.91589,52.05521
7.20072,88.19882,76.65767,2.490249,0.250025,47.0147,5.80058,72.26723
9.860986,76.34763,80.038,20.15202,25.10251,84.84848,72.70727,2.350235
15.55156,55.20552,79.59796,42.78428,52.42524,24.43244,17.56176,6.460646
16.88169,15.15152,24.29243,3.60036,34.9735,7.380738,42.66427,34.42344
40.77408,38.43384,10.41104,60.88609,87.28873,68.07681,25.40254,32.58326
79.988,93.35934,30.48305,44.84448,7.620762,49.51495,65.67657,29.19292
37.32373,44.90449,70.13701,3.970397,80.42804,94.49945,42.32423,36.88369
40.9641,60.28603,16.71167,57.94579,67.20672,77.35774,38.71387,14.22142
62.51625,7.960796,6.260626,1.380138,43.68437,31.0231,5.90059,52.91529
8.880888,21.88219,28.23282,20.77208,75.70757,26.88269,42.89429,21.07211
87.94879,67.22672,31.92319,50.57506,14.89149,0.850085,64.9865,26.69267
52.18522,5.910591,7.170717,49.40494,11.44114,7.020702,98.48985,13.91139
71.34713,18.62186,30.15302,43.9544,3.510351,14.70147,51.84518,5.780578
91.80918,18.9619,38.52385,94.57946,19.58196,43.63436,63.12631,43.26433
28.77288,71.58716,88.78888,63.18632,40.44404,79.62796,13.22132,32.32323
13.07131,46.77468,97.0297,68.38684,22.54225,90.44904,52.41524,44.68447
17.41174,37.15372,19.87199,1.990199,97.20972,41.07411,82.16822,14.66147
12.70127,27.71277,89.49895,73.66737,46.14461,40.84408,27.15272,24.63246
10.9711,52.16522,2.310231,55.45555,31.9732,6.420642,53.40534,2.860286
19.88199,13.87139,29.17292,61.72617,85.78858,83.64836,24.44244,86.93869
99.80998,9.430943,74.20742,88.14881,1.040104,71.9872,27.45275,9.90099
31.64316,81.57816,64.72647,76.58766,45.39454,74.81748,23.77238,35.43354
50.54505,97.28973,39.30393,95.84958,58.60586,15.32153,23.20232,74.32743
43.82438,56.18562,5.850585,7.120712,55.58556,7.170717,95.12951,24.0424
23.05231,75.94759,10.87109,38.69387,8.560856,83.74837,55.53555,28.36284
64.13641,1.790179,35.44354,89.71897,10.59106,28.17282,48.21482,17.55176
66.0266,58.21582,90.36904,23.72237,55.40554,70.59706,25.16252,45.13451
85.42854,55.32553,88.66887,75.51755,6.750675,98.38984,56.9857,40.9641
62.78628,88.40884,14.52145,33.50335,3.240324,12.61126,89.53895,23.91239
88.39884,10.45105,86.77868,39.11391,41.80418,60.41604,5.420542,89.45895
54.07541,54.19542,38.88389,73.74737,29.25293,89.85899,17.12171,1.250125
42.91429,42.63426,27.06271,17.14171,64.31643,86.43864,55.0255,41.18412
71.09711,96.61966,33.32333,92.21922,25.92259,72.0372,47.9748,15.16152
6.770677,29.963,2.80028,78.0378,40.77408,19.41194,18.23182,8.270827
73.50735,57.82578,94.37944,92.88929,11.34113,11.23112,44.0044,4.290429
68.9869,43.30433,10.32103,89.17892,57.92579,35.36354,42.06421,17.37174
28.86289,24.14241,55.51555,7.470747,31.32313,53.91539,5.860586,70.65707
60.65607,75.32753,44.47445,0.490049,30.80308,62.14621,7.330733,74.59746
27.29273,16.56166,45.75458,54.44544,80.31803,34.44344,69.18692,29.23292
25.34253,31.61316,7.880788,64.59646,0.160016,9.910991,67.9668,22.75228
28.9729,73.39734,11.62116,76.05761,98.63986,30.043,49.49495,30.31303
80.50805,7.750775,33.81338,28.91289,39.36394,22.10221,4.20042,17.90179
53.12531,37.20372,83.76838,89.27893,43.94439,88.0388,26.07261,3.650365
6.550655,61.42614,56.13561,63.59636,15.20152,16.41164,6.860686,38.79388
14.79148,41.42414,44.38444,57.66577,14.59146,20.84208,20.72207,26.9627
16.61166,45.22452,85.32853,90.60906,6.770677,74.20742,23.79238,78.89789
79.30793,1.860186,68.65687,38.50385,21.52215,39.25393,54.15542,42.76428
75.08751,9.940994,86.53865,27.14271,33.61336,8.0008,75.30753,43.61436
30.003,71.31713,78.15782,38.80388,93.47935,31.67317,12.29123,15.67157
49.0249,59.84598,94.87949,42.35424,46.37464,11.05111,53.41534,0.20002
47.47475,30.51305,43.94439,77.39774,35.46355,63.43634,19.56196,42.63426
24.69247,17.18172,54.18542,8.220822,6.370637,79.27793,7.590759,17.0117
30.44304,28.33283,51.10511,15.44154,3.330333,26.80268,15.05151,28.0028
62.9763,67.0267,81.13811,77.46775,35.62356,94.29943,42.07421,52.08521
66.56666,35.33353,17.43174,99.80998,54.13541,76.87769,6.450645,57.36574
57.42574,30.23302,21.83218,55.06551,78.47785,67.31673,27.90279,41.16412
29.78298,93.69937,30.82308,97.89979,67.91679,86.42864,9.760976,71.70717
